Datetime,Price_INR,High_INR,Low_INR
1/29/2026 19:07,506147.1,514515.7,498403.8
1/30/2026 7:23,490557.9,500300.5,488064.9
2026-01-30 11:59:41,474893.4,500300.5,469946.6
